净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2011-06-14,0.961,0.961,0.31,开放申购,开放赎回,nan
2011-06-15,0.956,0.956,-0.52,开放申购,开放赎回,nan
2011-06-16,0.946,0.946,-1.05,开放申购,开放赎回,nan
2011-06-17,0.941,0.941,-0.53,开放申购,开放赎回,nan
2011-06-20,0.933,0.933,-0.85,开放申购,开放赎回,nan
2011-06-21,0.938,0.938,0.54,开放申购,开放赎回,nan
2011-06-22,0.935,0.935,-0.32,开放申购,开放赎回,nan
2011-06-23,0.945,0.945,1.07,开放申购,开放赎回,nan
2011-06-24,0.956,0.956,1.16,开放申购,开放赎回,nan
2011-06-27,0.961,0.961,0.52,开放申购,开放赎回,nan
2011-06-28,0.963,0.963,0.21,开放申购,开放赎回,nan
2011-06-29,0.96,0.96,-0.31,开放申购,开放赎回,nan
2011-06-30,0.964,0.964,0.42,开放申购,开放赎回,nan
2011-07-01,0.967,0.967,0.31,开放申购,开放赎回,nan
2011-07-04,0.977,0.977,1.03,开放申购,开放赎回,nan
2011-07-05,0.981,0.981,0.41,开放申购,开放赎回,nan
2011-07-06,0.983,0.983,0.2,开放申购,开放赎回,nan
2011-07-07,0.988,0.988,0.51,开放申购,开放赎回,nan
2011-07-08,0.987,0.987,-0.1,开放申购,开放赎回,nan
2011-07-11,0.995,0.995,0.81,开放申购,开放赎回,nan
2011-07-12,0.994,0.994,-0.1,开放申购,开放赎回,nan
2011-07-13,0.998,0.998,0.4,开放申购,开放赎回,nan
2011-07-14,1.001,1.001,0.3,开放申购,开放赎回,nan
2011-07-15,1.021,1.021,2.0,开放申购,开放赎回,nan
2011-07-18,1.019,1.019,-0.2,开放申购,开放赎回,nan
2011-07-19,1.011,1.011,-0.79,开放申购,开放赎回,nan
2011-07-20,1.01,1.01,-0.1,开放申购,开放赎回,nan
2011-07-21,1.01,1.01,0.0,开放申购,开放赎回,nan
2011-07-22,1.016,1.016,0.59,开放申购,开放赎回,nan
2011-07-25,0.997,0.997,-1.87,开放申购,开放赎回,nan
2011-07-26,1.002,1.002,0.5,开放申购,开放赎回,nan
2011-07-27,1.014,1.014,1.2,开放申购,开放赎回,nan
2011-07-28,1.013,1.013,-0.1,开放申购,开放赎回,nan
2011-07-29,1.002,1.002,-1.09,开放申购,开放赎回,nan
2011-08-01,1.002,1.002,0.0,开放申购,开放赎回,nan
2011-08-02,0.999,0.999,-0.3,开放申购,开放赎回,nan
2011-08-03,0.997,0.997,-0.2,开放申购,开放赎回,nan
2011-08-04,0.996,0.996,-0.1,开放申购,开放赎回,nan
2011-08-05,0.996,0.996,0.0,开放申购,开放赎回,nan
2011-08-08,0.985,0.985,-1.1,开放申购,开放赎回,nan
2011-08-09,0.989,0.989,0.41,开放申购,开放赎回,nan
2011-08-10,0.996,0.996,0.71,开放申购,开放赎回,nan
2011-08-11,1.018,1.018,2.21,开放申购,开放赎回,nan
2011-08-12,1.024,1.024,0.59,开放申购,开放赎回,nan
2011-08-15,1.03,1.03,0.59,开放申购,开放赎回,nan
2011-08-16,1.017,1.017,-1.26,开放申购,开放赎回,nan
2011-08-17,1.011,1.011,-0.59,开放申购,开放赎回,nan
2011-08-18,1.0,1.0,-1.09,开放申购,开放赎回,nan
2011-08-19,0.999,0.999,-0.1,开放申购,开放赎回,nan
2011-08-22,0.987,0.987,-1.2,开放申购,开放赎回,nan
2011-08-23,0.992,0.992,0.51,开放申购,开放赎回,nan
2011-08-24,0.995,0.995,0.3,开放申购,开放赎回,nan
2011-08-25,1.003,1.003,0.8,开放申购,开放赎回,nan
2011-08-26,1.005,1.005,0.2,开放申购,开放赎回,nan
2011-08-29,1.005,1.005,0.0,开放申购,开放赎回,nan
2011-08-30,0.998,0.998,-0.7,开放申购,开放赎回,nan
2011-08-31,0.993,0.993,-0.5,开放申购,开放赎回,nan
2011-09-01,0.988,0.988,-0.5,开放申购,开放赎回,nan
2011-09-02,0.98,0.98,-0.81,开放申购,开放赎回,nan
2011-09-05,0.964,0.964,-1.63,开放申购,开放赎回,nan
2011-09-06,0.957,0.957,-0.73,开放申购,开放赎回,nan
2011-09-07,0.97,0.97,1.36,开放申购,开放赎回,nan
2011-09-08,0.968,0.968,-0.21,开放申购,开放赎回,nan
2011-09-09,0.963,0.963,-0.52,开放申购,开放赎回,nan
2011-09-13,0.949,0.949,-1.45,开放申购,开放赎回,nan
2011-09-14,0.953,0.953,0.42,开放申购,开放赎回,nan
2011-09-15,0.953,0.953,0.0,开放申购,开放赎回,nan
2011-09-16,0.951,0.951,-0.21,开放申购,开放赎回,nan
2011-09-19,0.941,0.941,-1.05,开放申购,开放赎回,nan
2011-09-20,0.942,0.942,0.11,开放申购,开放赎回,nan
2011-09-21,0.958,0.958,1.7,开放申购,开放赎回,nan
2011-09-22,0.94,0.94,-1.88,开放申购,开放赎回,nan
2011-09-23,0.931,0.931,-0.96,开放申购,开放赎回,nan
2011-09-26,0.919,0.919,-1.29,开放申购,开放赎回,nan
2011-09-27,0.917,0.917,-0.22,开放申购,开放赎回,nan
2011-09-28,0.912,0.912,-0.55,开放申购,开放赎回,nan
2011-09-29,0.897,0.897,-1.64,开放申购,开放赎回,nan
2011-09-30,0.898,0.898,0.11,开放申购,开放赎回,nan
2011-10-10,0.897,0.897,-0.11,开放申购,开放赎回,nan
2011-10-11,0.892,0.892,-0.56,开放申购,开放赎回,nan
2011-10-12,0.912,0.912,2.24,开放申购,开放赎回,nan
2011-10-13,0.921,0.921,0.99,开放申购,开放赎回,nan
2011-10-14,0.916,0.916,-0.54,开放申购,开放赎回,nan
2011-10-17,0.918,0.918,0.22,开放申购,开放赎回,nan
2011-10-18,0.903,0.903,-1.63,开放申购,开放赎回,nan
2011-10-19,0.901,0.901,-0.22,开放申购,开放赎回,nan
2011-10-20,0.881,0.881,-2.22,开放申购,开放赎回,nan
2011-10-21,0.875,0.875,-0.68,开放申购,开放赎回,nan
2011-10-24,0.889,0.889,1.6,开放申购,开放赎回,nan
2011-10-25,0.905,0.905,1.8,开放申购,开放赎回,nan
2011-10-26,0.914,0.914,0.99,开放申购,开放赎回,nan
2011-10-27,0.913,0.913,-0.11,开放申购,开放赎回,nan
2011-10-28,0.924,0.924,1.2,开放申购,开放赎回,nan
2011-10-31,0.928,0.928,0.43,开放申购,开放赎回,nan
2011-11-01,0.933,0.933,0.54,开放申购,开放赎回,nan
2011-11-02,0.95,0.95,1.82,开放申购,开放赎回,nan
2011-11-03,0.96,0.96,1.05,开放申购,开放赎回,nan
2011-11-04,0.961,0.961,0.1,开放申购,开放赎回,nan
2011-11-07,0.959,0.959,-0.21,开放申购,开放赎回,nan
2011-11-08,0.95,0.95,-0.94,开放申购,开放赎回,nan
2011-11-09,0.958,0.958,0.84,开放申购,开放赎回,nan
2011-11-10,0.958,0.958,0.0,开放申购,开放赎回,nan
2011-11-11,0.956,0.956,-0.21,开放申购,开放赎回,nan
2011-11-14,0.971,0.971,1.57,开放申购,开放赎回,nan
2011-11-15,0.973,0.973,0.21,开放申购,开放赎回,nan
2011-11-16,0.955,0.955,-1.85,开放申购,开放赎回,nan
2011-11-17,0.957,0.957,0.21,开放申购,开放赎回,nan
2011-11-18,0.945,0.945,-1.25,开放申购,开放赎回,nan
2011-11-21,0.944,0.944,-0.11,开放申购,开放赎回,nan
2011-11-22,0.94,0.94,-0.42,开放申购,开放赎回,nan
2011-11-23,0.937,0.937,-0.32,开放申购,开放赎回,nan
2011-11-24,0.947,0.947,1.07,开放申购,开放赎回,nan
2011-11-25,0.946,0.946,-0.11,开放申购,开放赎回,nan
2011-11-28,0.957,0.957,1.16,开放申购,开放赎回,nan
2011-11-29,0.965,0.965,0.84,开放申购,开放赎回,nan
2011-11-30,0.948,0.948,-1.76,开放申购,开放赎回,nan
2011-12-01,0.962,0.962,1.48,开放申购,开放赎回,nan
2011-12-02,0.949,0.949,-1.35,开放申购,开放赎回,nan
2011-12-05,0.929,0.929,-2.11,开放申购,开放赎回,nan
2011-12-06,0.929,0.929,0.0,开放申购,开放赎回,nan
2011-12-07,0.931,0.931,0.22,开放申购,开放赎回,nan
2011-12-08,0.927,0.927,-0.43,开放申购,开放赎回,nan
2011-12-09,0.919,0.919,-0.86,开放申购,开放赎回,nan
2011-12-12,0.916,0.916,-0.33,开放申购,开放赎回,nan
2011-12-13,0.901,0.901,-1.64,开放申购,开放赎回,nan
2011-12-14,0.892,0.892,-1.0,开放申购,开放赎回,nan
2011-12-15,0.883,0.883,-1.01,开放申购,开放赎回,nan
2011-12-16,0.898,0.898,1.7,开放申购,开放赎回,nan
2011-12-19,0.902,0.902,0.45,开放申购,开放赎回,nan
2011-12-20,0.9,0.9,-0.22,开放申购,开放赎回,nan
2011-12-21,0.888,0.888,-1.33,开放申购,开放赎回,nan
2011-12-22,0.887,0.887,-0.11,开放申购,开放赎回,nan
2011-12-23,0.887,0.887,0.0,开放申购,开放赎回,nan
2011-12-26,0.877,0.877,-1.13,开放申购,开放赎回,nan
2011-12-27,0.859,0.859,-2.05,开放申购,开放赎回,nan
2011-12-28,0.853,0.853,-0.7,开放申购,开放赎回,nan
2011-12-29,0.856,0.856,0.35,开放申购,开放赎回,nan
2011-12-30,0.863,0.863,0.82,开放申购,开放赎回,nan
2011-12-31,0.863,0.863,0.0,开放申购,开放赎回,nan
2012-01-04,0.84,0.84,-2.67,开放申购,开放赎回,nan
2012-01-05,0.812,0.812,-3.33,开放申购,开放赎回,nan
2012-01-06,0.805,0.805,-0.86,开放申购,开放赎回,nan
2012-01-09,0.821,0.821,1.99,开放申购,开放赎回,nan
2012-01-10,0.842,0.842,2.56,开放申购,开放赎回,nan
2012-01-11,0.841,0.841,-0.12,开放申购,开放赎回,nan
2012-01-12,0.833,0.833,-0.95,开放申购,开放赎回,nan
2012-01-13,0.808,0.808,-3.0,开放申购,开放赎回,nan
2012-01-16,0.782,0.782,-3.22,开放申购,开放赎回,nan
2012-01-17,0.802,0.802,2.56,开放申购,开放赎回,nan
2012-01-18,0.764,0.764,-4.74,开放申购,开放赎回,nan
2012-01-19,0.77,0.77,0.79,开放申购,开放赎回,nan
2012-01-20,0.796,0.796,3.38,开放申购,开放赎回,nan
2012-01-30,0.791,0.791,-0.63,开放申购,开放赎回,nan
2012-01-31,0.791,0.791,0.0,开放申购,开放赎回,nan
2012-02-01,0.79,0.79,-0.13,开放申购,开放赎回,nan
2012-02-02,0.798,0.798,1.01,开放申购,开放赎回,nan
2012-02-03,0.808,0.808,1.25,开放申购,开放赎回,nan
2012-02-06,0.817,0.817,1.11,开放申购,开放赎回,nan
2012-02-07,0.807,0.807,-1.22,开放申购,开放赎回,nan
2012-02-08,0.818,0.818,1.36,开放申购,开放赎回,nan
2012-02-09,0.823,0.823,0.61,开放申购,开放赎回,nan
2012-02-10,0.822,0.822,-0.12,开放申购,开放赎回,nan
2012-02-13,0.831,0.831,1.09,开放申购,开放赎回,nan
2012-02-14,0.834,0.834,0.36,开放申购,开放赎回,nan
2012-02-15,0.838,0.838,0.48,开放申购,开放赎回,nan
2012-02-16,0.836,0.836,-0.24,开放申购,开放赎回,nan
2012-02-17,0.832,0.832,-0.48,开放申购,开放赎回,nan
2012-02-20,0.829,0.829,-0.36,开放申购,开放赎回,nan
2012-02-21,0.831,0.831,0.24,开放申购,开放赎回,nan
2012-02-22,0.842,0.842,1.32,开放申购,开放赎回,nan
2012-02-23,0.847,0.847,0.59,开放申购,开放赎回,nan
2012-02-24,0.856,0.856,1.06,开放申购,开放赎回,nan
2012-02-27,0.858,0.858,0.23,开放申购,开放赎回,nan
2012-02-28,0.849,0.849,-1.05,开放申购,开放赎回,nan
2012-02-29,0.843,0.843,-0.71,开放申购,开放赎回,nan
2012-03-01,0.836,0.836,-0.83,开放申购,开放赎回,nan
2012-03-02,0.845,0.845,1.08,开放申购,开放赎回,nan
2012-03-05,0.836,0.836,-1.07,开放申购,开放赎回,nan
2012-03-06,0.825,0.825,-1.32,开放申购,开放赎回,nan
2012-03-07,0.824,0.824,-0.12,开放申购,开放赎回,nan
2012-03-08,0.829,0.829,0.61,开放申购,开放赎回,nan
2012-03-09,0.84,0.84,1.33,开放申购,开放赎回,nan
2012-03-12,0.861,0.861,2.5,开放申购,开放赎回,nan
2012-03-13,0.864,0.864,0.35,开放申购,开放赎回,nan
2012-03-14,0.847,0.847,-1.97,开放申购,开放赎回,nan
2012-03-15,0.862,0.862,1.77,开放申购,开放赎回,nan
2012-03-16,0.886,0.886,2.78,开放申购,开放赎回,nan
2012-03-19,0.888,0.888,0.23,开放申购,开放赎回,nan
2012-03-20,0.867,0.867,-2.36,开放申购,开放赎回,nan
2012-03-21,0.86,0.86,-0.81,开放申购,开放赎回,nan
2012-03-22,0.857,0.857,-0.35,开放申购,开放赎回,nan
2012-03-23,0.847,0.847,-1.17,开放申购,开放赎回,nan
2012-03-26,0.851,0.851,0.47,开放申购,开放赎回,nan
2012-03-27,0.841,0.841,-1.18,开放申购,开放赎回,nan
2012-03-28,0.818,0.818,-2.73,开放申购,开放赎回,nan
2012-03-29,0.813,0.813,-0.61,开放申购,开放赎回,nan
2012-03-30,0.812,0.812,-0.12,开放申购,开放赎回,nan
2012-03-31,0.812,0.812,0.0,开放申购,开放赎回,nan
2012-04-05,0.826,0.826,1.72,开放申购,开放赎回,nan
2012-04-06,0.825,0.825,-0.12,开放申购,开放赎回,nan
2012-04-09,0.816,0.816,-1.09,开放申购,开放赎回,nan
2012-04-10,0.821,0.821,0.61,开放申购,开放赎回,nan
2012-04-11,0.82,0.82,-0.12,开放申购,开放赎回,nan
2012-04-12,0.832,0.832,1.46,开放申购,开放赎回,nan
2012-04-13,0.832,0.832,0.0,开放申购,开放赎回,nan
2012-04-16,0.831,0.831,-0.12,开放申购,开放赎回,nan
2012-04-17,0.829,0.829,-0.24,开放申购,开放赎回,nan
2012-04-18,0.833,0.833,0.48,开放申购,开放赎回,nan
2012-04-19,0.832,0.832,-0.12,开放申购,开放赎回,nan
2012-04-20,0.835,0.835,0.36,开放申购,开放赎回,nan
2012-04-23,0.834,0.834,-0.12,开放申购,开放赎回,nan
2012-04-24,0.83,0.83,-0.48,开放申购,开放赎回,nan
2012-04-25,0.832,0.832,0.24,开放申购,开放赎回,nan
2012-04-26,0.826,0.826,-0.72,开放申购,开放赎回,nan
2012-04-27,0.824,0.824,-0.24,开放申购,开放赎回,nan
2012-05-02,0.84,0.84,1.94,开放申购,开放赎回,nan
2012-05-03,0.857,0.857,2.02,开放申购,开放赎回,nan
2012-05-04,0.865,0.865,0.93,开放申购,开放赎回,nan
2012-05-07,0.877,0.877,1.39,开放申购,开放赎回,nan
2012-05-08,0.872,0.872,-0.57,开放申购,开放赎回,nan
2012-05-09,0.858,0.858,-1.61,开放申购,开放赎回,nan
2012-05-10,0.87,0.87,1.4,开放申购,开放赎回,nan
2012-05-11,0.873,0.873,0.34,开放申购,开放赎回,nan
2012-05-14,0.878,0.878,0.57,开放申购,开放赎回,nan
2012-05-15,0.874,0.874,-0.46,开放申购,开放赎回,nan
2012-05-16,0.868,0.868,-0.69,开放申购,开放赎回,nan
2012-05-17,0.867,0.867,-0.12,开放申购,开放赎回,nan
2012-05-18,0.854,0.854,-1.5,开放申购,开放赎回,nan
2012-05-21,0.857,0.857,0.35,开放申购,开放赎回,nan
2012-05-22,0.867,0.867,1.17,开放申购,开放赎回,nan
2012-05-23,0.867,0.867,0.0,开放申购,开放赎回,nan
2012-05-24,0.859,0.859,-0.92,开放申购,开放赎回,nan
2012-05-25,0.852,0.852,-0.81,开放申购,开放赎回,nan
2012-05-28,0.857,0.857,0.59,开放申购,开放赎回,nan
2012-05-29,0.863,0.863,0.7,开放申购,开放赎回,nan
2012-05-30,0.862,0.862,-0.12,开放申购,开放赎回,nan
2012-05-31,0.869,0.869,0.81,开放申购,开放赎回,nan
2012-06-01,0.879,0.879,1.15,开放申购,开放赎回,nan
2012-06-04,0.876,0.876,-0.34,开放申购,开放赎回,nan
2012-06-05,0.89,0.89,1.6,开放申购,开放赎回,nan
2012-06-06,0.888,0.888,-0.22,开放申购,开放赎回,nan
2012-06-07,0.881,0.881,-0.79,开放申购,开放赎回,nan
2012-06-08,0.883,0.883,0.23,开放申购,开放赎回,nan
2012-06-11,0.897,0.897,1.59,开放申购,开放赎回,nan
2012-06-12,0.908,0.908,1.23,开放申购,开放赎回,nan
2012-06-13,0.924,0.924,1.76,开放申购,开放赎回,nan
2012-06-14,0.921,0.921,-0.32,开放申购,开放赎回,nan
2012-06-15,0.925,0.925,0.43,开放申购,开放赎回,nan
2012-06-18,0.933,0.933,0.86,开放申购,开放赎回,nan
2012-06-19,0.932,0.932,-0.11,开放申购,开放赎回,nan
2012-06-20,0.915,0.915,-1.82,开放申购,开放赎回,nan
2012-06-21,0.912,0.912,-0.33,开放申购,开放赎回,nan
2012-06-25,0.913,0.913,0.11,开放申购,开放赎回,nan
2012-06-26,0.911,0.911,-0.22,开放申购,开放赎回,nan
2012-06-27,0.919,0.919,0.88,开放申购,开放赎回,nan
2012-06-28,0.925,0.925,0.65,开放申购,开放赎回,nan
2012-06-29,0.938,0.938,1.41,开放申购,开放赎回,nan
2012-06-30,0.938,0.938,0.0,开放申购,开放赎回,nan
2012-07-02,0.955,0.955,1.81,开放申购,开放赎回,nan
2012-07-03,0.948,0.948,-0.73,开放申购,开放赎回,nan
2012-07-04,0.937,0.937,-1.16,开放申购,开放赎回,nan
2012-07-05,0.936,0.936,-0.11,开放申购,开放赎回,nan
2012-07-06,0.959,0.959,2.46,开放申购,开放赎回,nan
2012-07-09,0.954,0.954,-0.52,开放申购,开放赎回,nan
2012-07-10,0.935,0.935,-1.99,开放申购,开放赎回,nan
2012-07-11,0.955,0.955,2.14,开放申购,开放赎回,nan
2012-07-12,0.96,0.96,0.52,开放申购,开放赎回,nan
2012-07-13,0.966,0.966,0.63,开放申购,开放赎回,nan
2012-07-16,0.947,0.947,-1.97,开放申购,开放赎回,nan
2012-07-17,0.94,0.94,-0.74,开放申购,开放赎回,nan
2012-07-18,0.937,0.937,-0.32,开放申购,开放赎回,nan
2012-07-19,0.941,0.941,0.43,开放申购,开放赎回,nan
2012-07-20,0.95,0.95,0.96,开放申购,开放赎回,nan
2012-07-23,0.947,0.947,-0.32,开放申购,开放赎回,nan
2012-07-24,0.949,0.949,0.21,开放申购,开放赎回,nan
2012-07-25,0.951,0.951,0.21,开放申购,开放赎回,nan
2012-07-26,0.942,0.942,-0.95,开放申购,开放赎回,nan
2012-07-27,0.921,0.921,-2.23,开放申购,开放赎回,nan
2012-07-30,0.915,0.915,-0.65,开放申购,开放赎回,nan
2012-07-31,0.914,0.914,-0.11,开放申购,开放赎回,nan
2012-08-01,0.927,0.927,1.42,开放申购,开放赎回,nan
2012-08-02,0.945,0.945,1.94,开放申购,开放赎回,nan
2012-08-03,0.964,0.964,2.01,开放申购,开放赎回,nan
2012-08-06,0.975,0.975,1.14,开放申购,开放赎回,nan
2012-08-07,0.973,0.973,-0.21,开放申购,开放赎回,nan
2012-08-08,0.96,0.96,-1.34,开放申购,开放赎回,nan
2012-08-09,0.984,0.984,2.5,开放申购,开放赎回,nan
2012-08-10,0.992,0.992,0.81,开放申购,开放赎回,nan
2012-08-13,0.989,0.989,-0.3,开放申购,开放赎回,nan
2012-08-14,0.985,0.985,-0.4,开放申购,开放赎回,nan
2012-08-15,0.98,0.98,-0.51,开放申购,开放赎回,nan
2012-08-16,0.966,0.966,-1.43,开放申购,开放赎回,nan
2012-08-17,0.955,0.955,-1.14,开放申购,开放赎回,nan
2012-08-20,0.964,0.964,0.94,开放申购,开放赎回,nan
2012-08-21,0.987,0.987,2.39,开放申购,开放赎回,nan
2012-08-22,0.983,0.983,-0.41,开放申购,开放赎回,nan
2012-08-23,0.982,0.982,-0.1,开放申购,开放赎回,nan
2012-08-24,0.972,0.972,-1.02,开放申购,开放赎回,nan
2012-08-27,0.96,0.96,-1.23,开放申购,开放赎回,nan
2012-08-28,0.955,0.955,-0.52,开放申购,开放赎回,nan
2012-08-29,0.955,0.955,0.0,开放申购,开放赎回,nan
2012-08-30,0.929,0.929,-2.72,开放申购,开放赎回,nan
2012-08-31,0.932,0.932,0.32,开放申购,开放赎回,nan
2012-09-03,0.954,0.954,2.36,开放申购,开放赎回,nan
2012-09-04,0.947,0.947,-0.73,开放申购,开放赎回,nan
2012-09-05,0.947,0.947,0.0,开放申购,开放赎回,nan
2012-09-06,0.95,0.95,0.32,开放申购,开放赎回,nan
2012-09-07,0.972,0.972,2.32,开放申购,开放赎回,nan
2012-09-10,0.972,0.972,0.0,开放申购,开放赎回,nan
2012-09-11,0.981,0.981,0.93,开放申购,开放赎回,nan
2012-09-12,0.981,0.981,0.0,开放申购,开放赎回,nan
2012-09-13,0.973,0.973,-0.82,开放申购,开放赎回,nan
2012-09-14,0.972,0.972,-0.1,开放申购,开放赎回,nan
2012-09-17,0.959,0.959,-1.34,开放申购,开放赎回,nan
2012-09-18,0.962,0.962,0.31,开放申购,开放赎回,nan
2012-09-19,0.967,0.967,0.52,开放申购,开放赎回,nan
2012-09-20,0.948,0.948,-1.96,开放申购,开放赎回,nan
2012-09-21,0.94,0.94,-0.84,开放申购,开放赎回,nan
2012-09-24,0.945,0.945,0.53,开放申购,开放赎回,nan
2012-09-25,0.944,0.944,-0.11,开放申购,开放赎回,nan
2012-09-26,0.933,0.933,-1.17,开放申购,开放赎回,nan
2012-09-27,0.947,0.947,1.5,开放申购,开放赎回,nan
2012-09-28,0.959,0.959,1.27,开放申购,开放赎回,nan
2012-09-30,0.958,0.958,-0.1,开放申购,开放赎回,nan
2012-10-08,0.957,0.957,-0.1,开放申购,开放赎回,nan
2012-10-09,0.982,0.982,2.61,开放申购,开放赎回,nan
2012-10-10,0.991,0.991,0.92,开放申购,开放赎回,nan
2012-10-11,0.982,0.982,-0.91,开放申购,开放赎回,nan
2012-10-12,0.979,0.979,-0.31,开放申购,开放赎回,nan
2012-10-15,0.994,0.994,1.53,开放申购,开放赎回,nan
2012-10-16,1.004,1.004,1.01,开放申购,开放赎回,nan
2012-10-17,1.002,1.002,-0.2,开放申购,开放赎回,nan
2012-10-18,1.008,1.008,0.6,开放申购,开放赎回,nan
2012-10-19,0.997,0.997,-1.09,开放申购,开放赎回,nan
2012-10-22,1.0,1.0,0.3,开放申购,开放赎回,nan
2012-10-23,0.978,0.978,-2.2,开放申购,开放赎回,nan
2012-10-24,0.97,0.97,-0.82,开放申购,开放赎回,nan
2012-10-25,0.962,0.962,-0.82,开放申购,开放赎回,nan
2012-10-26,0.96,0.96,-0.21,开放申购,开放赎回,nan
2012-10-29,0.966,0.966,0.63,开放申购,开放赎回,nan
2012-10-30,0.967,0.967,0.1,开放申购,开放赎回,nan
2012-10-31,0.983,0.983,1.65,开放申购,开放赎回,nan
2012-11-01,0.991,0.991,0.81,开放申购,开放赎回,nan
2012-11-02,0.99,0.99,-0.1,开放申购,开放赎回,nan
2012-11-05,0.982,0.982,-0.81,开放申购,开放赎回,nan
2012-11-06,0.98,0.98,-0.2,开放申购,开放赎回,nan
2012-11-07,0.977,0.977,-0.31,开放申购,开放赎回,nan
2012-11-08,0.97,0.97,-0.72,开放申购,开放赎回,nan
2012-11-09,0.961,0.961,-0.93,开放申购,开放赎回,nan
2012-11-12,0.948,0.948,-1.35,开放申购,开放赎回,nan
2012-11-13,0.938,0.938,-1.05,开放申购,开放赎回,nan
2012-11-14,0.945,0.945,0.75,开放申购,开放赎回,nan
