净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2017-09-22,1.189,1.189,-1.41,开放申购,开放赎回,nan
2017-09-25,1.17,1.17,-1.6,开放申购,开放赎回,nan
2017-09-26,1.178,1.178,0.68,开放申购,开放赎回,nan
2017-09-27,1.213,1.213,2.97,开放申购,开放赎回,nan
2017-09-28,1.213,1.213,0.0,开放申购,开放赎回,nan
2017-09-29,1.208,1.208,-0.41,开放申购,开放赎回,nan
2017-10-09,1.208,1.208,0.0,开放申购,开放赎回,nan
2017-10-10,1.194,1.194,-1.16,开放申购,开放赎回,nan
2017-10-11,1.176,1.176,-1.51,开放申购,开放赎回,nan
2017-10-12,1.167,1.167,-0.77,开放申购,开放赎回,nan
2017-10-13,1.177,1.177,0.86,开放申购,开放赎回,nan
2017-10-16,1.176,1.176,-0.09,开放申购,开放赎回,nan
2017-10-17,1.166,1.166,-0.85,开放申购,开放赎回,nan
2017-10-18,1.149,1.149,-1.46,开放申购,开放赎回,nan
2017-10-19,1.156,1.156,0.61,开放申购,开放赎回,nan
2017-10-20,1.19,1.19,2.94,开放申购,开放赎回,nan
2017-10-23,1.185,1.185,-0.42,开放申购,开放赎回,nan
2017-10-24,1.186,1.186,0.08,开放申购,开放赎回,nan
2017-10-25,1.18,1.18,-0.51,开放申购,开放赎回,nan
2017-10-26,1.186,1.186,0.51,开放申购,开放赎回,nan
2017-10-27,1.186,1.186,0.0,开放申购,开放赎回,nan
2017-10-30,1.168,1.168,-1.52,开放申购,开放赎回,nan
2017-10-31,1.198,1.198,2.57,开放申购,开放赎回,nan
2017-11-01,1.216,1.216,1.5,开放申购,开放赎回,nan
2017-11-02,1.221,1.221,0.41,开放申购,开放赎回,nan
2017-11-03,1.214,1.214,-0.57,开放申购,开放赎回,nan
2017-11-06,1.214,1.214,0.0,开放申购,开放赎回,nan
2017-11-07,1.211,1.211,-0.25,开放申购,开放赎回,nan
2017-11-08,1.222,1.222,0.91,开放申购,开放赎回,nan
2017-11-09,1.216,1.216,-0.49,开放申购,开放赎回,nan
2017-11-10,1.221,1.221,0.41,开放申购,开放赎回,nan
2017-11-13,1.217,1.217,-0.33,开放申购,开放赎回,nan
2017-11-14,1.184,1.184,-2.71,开放申购,开放赎回,nan
2017-11-15,1.138,1.138,-3.89,开放申购,开放赎回,nan
2017-11-16,1.134,1.134,-0.35,开放申购,开放赎回,nan
2017-11-17,1.112,1.112,-1.94,开放申购,开放赎回,nan
2017-11-20,1.142,1.142,2.7,开放申购,开放赎回,nan
2017-11-21,1.143,1.143,0.09,开放申购,开放赎回,nan
2017-11-22,1.144,1.144,0.09,开放申购,开放赎回,nan
2017-11-23,1.121,1.121,-2.01,开放申购,开放赎回,nan
2017-11-24,1.128,1.128,0.62,开放申购,开放赎回,nan
2017-11-27,1.076,1.076,-4.61,开放申购,开放赎回,nan
2017-11-28,1.095,1.095,1.77,开放申购,开放赎回,nan
2017-11-29,1.09,1.09,-0.46,开放申购,开放赎回,nan
2017-11-30,1.089,1.089,-0.09,开放申购,开放赎回,nan
2017-12-01,1.095,1.095,0.55,开放申购,开放赎回,nan
2017-12-04,1.088,1.088,-0.64,开放申购,开放赎回,nan
2017-12-05,1.068,1.068,-1.84,开放申购,开放赎回,nan
2017-12-06,1.068,1.068,0.0,开放申购,开放赎回,nan
2017-12-07,1.048,1.048,-1.87,开放申购,开放赎回,nan
2017-12-08,1.066,1.066,1.72,开放申购,开放赎回,nan
2017-12-11,1.093,1.093,2.53,开放申购,开放赎回,nan
2017-12-12,1.107,1.107,1.28,开放申购,开放赎回,nan
2017-12-13,1.103,1.103,-0.36,开放申购,开放赎回,nan
2017-12-14,1.102,1.102,-0.09,开放申购,开放赎回,nan
2017-12-15,1.081,1.081,-1.91,开放申购,开放赎回,nan
2017-12-18,1.064,1.064,-1.57,开放申购,开放赎回,nan
2017-12-19,1.069,1.069,0.47,开放申购,开放赎回,nan
2017-12-20,1.069,1.069,0.0,开放申购,开放赎回,nan
2017-12-21,1.083,1.083,1.31,开放申购,开放赎回,nan
2017-12-22,1.087,1.087,0.37,开放申购,开放赎回,nan
2017-12-25,1.078,1.078,-0.83,开放申购,开放赎回,nan
2017-12-26,1.079,1.079,0.09,开放申购,开放赎回,nan
2017-12-27,1.087,1.087,0.74,开放申购,开放赎回,nan
2017-12-28,1.087,1.087,0.0,开放申购,开放赎回,nan
2017-12-29,1.089,1.089,0.18,开放申购,开放赎回,nan
2017-12-31,1.089,1.089,,开放申购,开放赎回,nan
2018-01-02,1.096,1.096,0.64,开放申购,开放赎回,nan
2018-01-03,1.132,1.132,3.28,开放申购,开放赎回,nan
2018-01-04,1.146,1.146,1.24,开放申购,开放赎回,nan
2018-01-05,1.145,1.145,-0.09,开放申购,开放赎回,nan
2018-01-08,1.158,1.158,1.14,开放申购,开放赎回,nan
2018-01-09,1.145,1.145,-1.12,开放申购,开放赎回,nan
2018-01-10,1.126,1.126,-1.66,开放申购,开放赎回,nan
2018-01-11,1.138,1.138,1.07,开放申购,开放赎回,nan
2018-01-12,1.123,1.123,-1.32,开放申购,开放赎回,nan
2018-01-15,1.079,1.079,-3.92,开放申购,开放赎回,nan
2018-01-16,1.087,1.087,0.74,开放申购,开放赎回,nan
2018-01-17,1.068,1.068,-1.75,开放申购,开放赎回,nan
2018-01-18,1.077,1.077,0.84,开放申购,开放赎回,nan
2018-01-19,1.08,1.08,0.28,开放申购,开放赎回,nan
2018-01-22,1.089,1.089,0.83,开放申购,开放赎回,nan
2018-01-23,1.104,1.104,1.38,开放申购,开放赎回,nan
2018-01-24,1.107,1.107,0.27,开放申购,开放赎回,nan
2018-01-25,1.103,1.103,-0.36,开放申购,开放赎回,nan
2018-01-26,1.104,1.104,0.09,开放申购,开放赎回,nan
2018-01-29,1.092,1.092,-1.09,开放申购,开放赎回,nan
2018-01-30,1.061,1.061,-2.84,开放申购,开放赎回,nan
2018-01-31,1.07,1.07,0.85,开放申购,开放赎回,nan
2018-02-01,1.044,1.044,-2.43,开放申购,开放赎回,nan
2018-02-02,1.059,1.059,1.44,开放申购,开放赎回,nan
2018-02-05,1.051,1.051,-0.76,开放申购,开放赎回,nan
2018-02-06,1.012,1.012,-3.71,开放申购,开放赎回,nan
2018-02-07,0.974,0.974,-3.75,开放申购,开放赎回,nan
2018-02-08,0.963,0.963,-1.13,开放申购,开放赎回,nan
2018-02-09,0.913,0.913,-5.19,开放申购,开放赎回,nan
2018-02-12,0.937,0.937,2.63,开放申购,开放赎回,nan
2018-02-13,0.949,0.949,1.28,开放申购,开放赎回,nan
2018-02-14,0.965,0.965,1.69,开放申购,开放赎回,nan
2018-02-22,0.996,0.996,3.21,开放申购,开放赎回,nan
2018-02-23,1.006,1.006,1.0,开放申购,开放赎回,nan
2018-02-26,1.024,1.024,1.79,开放申购,开放赎回,nan
2018-02-27,1.007,1.007,-1.66,开放申购,开放赎回,nan
2018-02-28,1.032,1.032,2.48,开放申购,开放赎回,nan
2018-03-01,1.035,1.035,0.29,开放申购,开放赎回,nan
2018-03-02,1.033,1.033,-0.19,开放申购,开放赎回,nan
2018-03-05,1.052,1.052,1.84,开放申购,开放赎回,nan
2018-03-06,1.052,1.052,0.0,开放申购,开放赎回,nan
2018-03-07,1.055,1.055,0.29,开放申购,开放赎回,nan
2018-03-08,1.042,1.042,-1.23,开放申购,开放赎回,nan
2018-03-09,1.069,1.069,2.59,开放申购,开放赎回,nan
2018-03-12,1.115,1.115,4.3,开放申购,开放赎回,nan
2018-03-13,1.111,1.111,-0.36,开放申购,开放赎回,nan
2018-03-14,1.108,1.108,-0.27,开放申购,开放赎回,nan
2018-03-15,1.116,1.116,0.72,开放申购,开放赎回,nan
2018-03-16,1.101,1.101,-1.34,开放申购,开放赎回,nan
2018-03-19,1.107,1.107,0.55,开放申购,开放赎回,nan
2018-03-20,1.104,1.104,-0.27,开放申购,开放赎回,nan
2018-03-21,1.082,1.082,-1.99,开放申购,开放赎回,nan
2018-03-22,1.084,1.084,0.18,开放申购,开放赎回,nan
2018-03-23,1.009,1.009,-6.92,开放申购,开放赎回,nan
2018-03-26,1.045,1.045,3.57,开放申购,开放赎回,nan
2018-03-27,1.074,1.074,2.78,开放申购,开放赎回,nan
2018-03-28,1.053,1.053,-1.96,开放申购,开放赎回,nan
2018-03-29,1.05,1.05,-0.28,开放申购,开放赎回,nan
2018-03-30,1.066,1.066,1.52,开放申购,开放赎回,nan
2018-04-02,1.061,1.061,-0.47,开放申购,开放赎回,nan
2018-04-03,1.056,1.056,-0.47,开放申购,开放赎回,nan
2018-04-04,1.042,1.042,-1.33,开放申购,开放赎回,nan
2018-04-09,1.038,1.038,-0.38,开放申购,开放赎回,nan
2018-04-10,1.06,1.06,2.12,开放申购,开放赎回,nan
2018-04-11,1.061,1.061,0.09,开放申购,开放赎回,nan
2018-04-12,1.036,1.036,-2.36,开放申购,开放赎回,nan
2018-04-13,1.034,1.034,-0.19,开放申购,开放赎回,nan
2018-04-16,1.019,1.019,-1.45,开放申购,开放赎回,nan
2018-04-17,0.979,0.979,-3.93,开放申购,开放赎回,nan
2018-04-18,1.0,1.0,2.15,开放申购,开放赎回,nan
2018-04-19,1.007,1.007,0.7,开放申购,开放赎回,nan
2018-04-20,0.989,0.989,-1.79,开放申购,开放赎回,nan
2018-04-23,0.986,0.986,-0.3,开放申购,开放赎回,nan
2018-04-24,1.022,1.022,3.65,开放申购,开放赎回,nan
2018-04-25,1.014,1.014,-0.78,开放申购,开放赎回,nan
2018-04-26,0.983,0.983,-3.06,开放申购,开放赎回,nan
2018-04-27,0.989,0.989,0.61,开放申购,开放赎回,nan
2018-05-02,0.992,0.992,0.3,开放申购,开放赎回,nan
2018-05-03,0.997,0.997,0.5,开放申购,开放赎回,nan
2018-05-04,0.99,0.99,-0.7,开放申购,开放赎回,nan
2018-05-07,1.034,1.034,4.44,开放申购,开放赎回,nan
2018-05-08,1.043,1.043,0.87,开放申购,开放赎回,nan
2018-05-09,1.044,1.044,0.1,开放申购,开放赎回,nan
2018-05-10,1.053,1.053,0.86,开放申购,开放赎回,nan
2018-05-11,1.088,1.088,3.32,开放申购,开放赎回,nan
2018-05-14,1.1,1.1,1.1,开放申购,开放赎回,nan
2018-05-15,1.116,1.116,1.45,开放申购,开放赎回,nan
2018-05-16,1.102,1.102,-1.25,开放申购,开放赎回,nan
2018-05-17,1.098,1.098,-0.36,开放申购,开放赎回,nan
2018-05-18,1.101,1.101,0.27,开放申购,开放赎回,nan
2018-05-21,1.111,1.111,0.91,开放申购,开放赎回,nan
2018-05-22,1.116,1.116,0.45,开放申购,开放赎回,nan
2018-05-23,1.094,1.094,-1.97,开放申购,开放赎回,nan
2018-05-24,1.099,1.099,0.46,开放申购,开放赎回,nan
2018-05-25,1.063,1.063,-3.28,开放申购,开放赎回,nan
2018-05-28,1.062,1.062,-0.09,开放申购,开放赎回,nan
2018-05-29,1.061,1.061,-0.09,开放申购,开放赎回,nan
2018-05-30,1.018,1.018,-4.05,开放申购,开放赎回,nan
2018-05-31,1.025,1.025,0.69,开放申购,开放赎回,nan
2018-06-01,1.016,1.016,-0.88,开放申购,开放赎回,nan
2018-06-04,0.969,0.969,-4.63,开放申购,开放赎回,nan
2018-06-05,1.008,1.008,4.02,开放申购,开放赎回,nan
2018-06-06,1.035,1.035,2.68,开放申购,开放赎回,nan
2018-06-07,1.041,1.041,0.58,开放申购,开放赎回,nan
2018-06-08,1.039,1.039,-0.19,开放申购,开放赎回,nan
2018-06-11,1.043,1.043,0.39,开放申购,开放赎回,nan
2018-06-12,1.033,1.033,-0.96,开放申购,开放赎回,nan
2018-06-13,1.015,1.015,-1.74,开放申购,开放赎回,nan
2018-06-14,1.015,1.015,0.0,开放申购,开放赎回,nan
2018-06-15,0.984,0.984,-3.05,开放申购,开放赎回,nan
2018-06-19,0.916,0.916,-6.91,开放申购,开放赎回,nan
2018-06-20,0.944,0.944,3.06,开放申购,开放赎回,nan
2018-06-21,0.909,0.909,-3.71,开放申购,开放赎回,nan
2018-06-22,0.954,0.954,4.95,开放申购,开放赎回,nan
2018-06-25,0.967,0.967,1.36,开放申购,开放赎回,nan
2018-06-26,0.984,0.984,1.76,开放申购,开放赎回,nan
2018-06-27,0.97,0.97,-1.42,开放申购,开放赎回,nan
2018-06-28,0.948,0.948,-2.27,开放申购,开放赎回,nan
2018-06-29,0.988,0.988,4.22,开放申购,开放赎回,nan
2018-06-30,0.988,0.988,,开放申购,开放赎回,nan
2018-07-02,0.97,0.97,-1.82,开放申购,开放赎回,nan
2018-07-03,0.969,0.969,-0.1,开放申购,开放赎回,nan
2018-07-04,0.934,0.934,-3.61,开放申购,开放赎回,nan
2018-07-05,0.919,0.919,-1.61,开放申购,开放赎回,nan
2018-07-06,0.922,0.922,0.33,开放申购,开放赎回,nan
2018-07-09,0.941,0.941,2.06,开放申购,开放赎回,nan
2018-07-10,0.962,0.962,2.23,开放申购,开放赎回,nan
2018-07-11,0.974,0.974,1.25,开放申购,开放赎回,nan
2018-07-12,0.991,0.991,1.75,开放申购,开放赎回,nan
2018-07-13,0.997,0.997,0.61,开放申购,开放赎回,nan
2018-07-16,0.982,0.982,-1.5,开放申购,开放赎回,nan
2018-07-17,1.003,1.003,2.14,开放申购,开放赎回,nan
2018-07-18,0.983,0.983,-1.99,开放申购,开放赎回,nan
2018-07-19,0.977,0.977,-0.61,开放申购,开放赎回,nan
2018-07-20,0.996,0.996,1.94,开放申购,开放赎回,nan
2018-07-23,1.015,1.015,1.91,开放申购,开放赎回,nan
2018-07-24,1.019,1.019,0.39,开放申购,开放赎回,nan
2018-07-25,0.997,0.997,-2.16,开放申购,开放赎回,nan
2018-07-26,0.981,0.981,-1.6,开放申购,开放赎回,nan
2018-07-27,0.97,0.97,-1.12,开放申购,开放赎回,nan
2018-07-30,0.959,0.959,-1.13,开放申购,开放赎回,nan
2018-07-31,0.939,0.939,-2.09,开放申购,开放赎回,nan
2018-08-01,0.915,0.915,-2.56,开放申购,开放赎回,nan
2018-08-02,0.898,0.898,-1.86,开放申购,开放赎回,nan
2018-08-03,0.883,0.883,-1.67,开放申购,开放赎回,nan
2018-08-06,0.857,0.857,-2.94,开放申购,开放赎回,nan
2018-08-07,0.877,0.877,2.33,开放申购,开放赎回,nan
2018-08-08,0.859,0.859,-2.05,开放申购,开放赎回,nan
2018-08-09,0.888,0.888,3.38,开放申购,开放赎回,nan
2018-08-10,0.895,0.895,0.79,开放申购,开放赎回,nan
2018-08-13,0.899,0.899,0.45,开放申购,开放赎回,nan
2018-08-14,0.889,0.889,-1.11,开放申购,开放赎回,nan
2018-08-15,0.864,0.864,-2.81,开放申购,开放赎回,nan
2018-08-16,0.856,0.856,-0.93,开放申购,开放赎回,nan
2018-08-17,0.843,0.843,-1.52,开放申购,开放赎回,nan
2018-08-20,0.855,0.855,1.42,开放申购,开放赎回,nan
2018-08-21,0.861,0.861,0.7,开放申购,开放赎回,nan
2018-08-22,0.835,0.835,-3.02,开放申购,开放赎回,nan
2018-08-23,0.855,0.855,2.4,开放申购,开放赎回,nan
2018-08-24,0.841,0.841,-1.64,开放申购,开放赎回,nan
2018-08-27,0.857,0.857,1.9,开放申购,开放赎回,nan
2018-08-28,0.867,0.867,1.17,开放申购,开放赎回,nan
2018-08-29,0.855,0.855,-1.38,开放申购,开放赎回,nan
2018-08-30,0.846,0.846,-1.05,开放申购,开放赎回,nan
2018-08-31,0.829,0.829,-2.01,开放申购,开放赎回,nan
2018-09-03,0.828,0.828,-0.12,开放申购,开放赎回,nan
2018-09-04,0.835,0.835,0.85,开放申购,开放赎回,nan
2018-09-05,0.812,0.812,-2.75,开放申购,开放赎回,nan
2018-09-06,0.806,0.806,-0.74,开放申购,开放赎回,nan
2018-09-07,0.809,0.809,0.37,开放申购,开放赎回,nan
2018-09-10,0.781,0.781,-3.46,开放申购,开放赎回,nan
2018-09-11,0.786,0.786,0.64,开放申购,开放赎回,nan
2018-09-12,0.804,0.804,2.29,开放申购,开放赎回,nan
2018-09-13,0.815,0.815,1.37,开放申购,开放赎回,nan
2018-09-14,0.822,0.822,0.86,开放申购,开放赎回,nan
2018-09-17,0.805,0.805,-2.07,开放申购,开放赎回,nan
2018-09-18,0.826,0.826,2.61,开放申购,开放赎回,nan
2018-09-19,0.842,0.842,1.94,开放申购,开放赎回,nan
2018-09-20,0.846,0.846,0.48,开放申购,开放赎回,nan
2018-09-21,0.866,0.866,2.36,开放申购,开放赎回,nan
2018-09-25,0.858,0.858,-0.92,开放申购,开放赎回,nan
2018-09-26,0.866,0.866,0.93,开放申购,开放赎回,nan
2018-09-27,0.846,0.846,-2.31,开放申购,开放赎回,nan
2018-09-28,0.852,0.852,0.71,开放申购,开放赎回,nan
2018-10-08,0.805,0.805,-5.52,开放申购,开放赎回,nan
2018-10-09,0.794,0.794,-1.37,开放申购,开放赎回,nan
2018-10-10,0.792,0.792,-0.25,开放申购,开放赎回,nan
2018-10-11,0.741,0.741,-6.44,开放申购,开放赎回,nan
2018-10-12,0.746,0.746,0.67,开放申购,开放赎回,nan
2018-10-15,0.751,0.751,0.67,开放申购,开放赎回,nan
2018-10-16,0.735,0.735,-2.13,开放申购,开放赎回,nan
2018-10-17,0.745,0.745,1.36,开放申购,开放赎回,nan
2018-10-18,0.736,0.736,-1.21,开放申购,开放赎回,nan
2018-10-19,0.759,0.759,3.13,开放申购,开放赎回,nan
2018-10-22,0.795,0.795,4.74,开放申购,开放赎回,nan
2018-10-23,0.771,0.771,-3.02,开放申购,开放赎回,nan
2018-10-24,0.78,0.78,1.17,开放申购,开放赎回,nan
2018-10-25,0.779,0.779,-0.13,开放申购,开放赎回,nan
2018-10-26,0.771,0.771,-1.03,开放申购,开放赎回,nan
2018-10-29,0.759,0.759,-1.56,开放申购,开放赎回,nan
2018-10-30,0.771,0.771,1.58,开放申购,开放赎回,nan
2018-10-31,0.778,0.778,0.91,开放申购,开放赎回,nan
2018-11-01,0.782,0.782,0.51,开放申购,开放赎回,nan
2018-11-02,0.808,0.808,3.32,开放申购,开放赎回,nan
2018-11-05,0.81,0.81,0.25,开放申购,开放赎回,nan
2018-11-06,0.805,0.805,-0.62,开放申购,开放赎回,nan
2018-11-07,0.807,0.807,0.25,开放申购,开放赎回,nan
2018-11-08,0.8,0.8,-0.87,开放申购,开放赎回,nan
2018-11-09,0.802,0.802,0.25,开放申购,开放赎回,nan
2018-11-12,0.829,0.829,3.37,开放申购,开放赎回,nan
2018-11-13,0.841,0.841,1.45,开放申购,开放赎回,nan
2018-11-14,0.834,0.834,-0.83,开放申购,开放赎回,nan
2018-11-15,0.844,0.844,1.2,开放申购,开放赎回,nan
2018-11-16,0.85,0.85,0.71,开放申购,开放赎回,nan
2018-11-19,0.853,0.853,0.35,开放申购,开放赎回,nan
2018-11-20,0.83,0.83,-2.7,开放申购,开放赎回,nan
2018-11-21,0.838,0.838,0.96,开放申购,开放赎回,nan
2018-11-22,0.833,0.833,-0.6,开放申购,开放赎回,nan
2018-11-23,0.807,0.807,-3.12,开放申购,开放赎回,nan
2018-11-26,0.811,0.811,0.5,开放申购,开放赎回,nan
2018-11-27,0.823,0.823,1.48,开放申购,开放赎回,nan
2018-11-28,0.847,0.847,2.92,开放申购,开放赎回,nan
2018-11-29,0.833,0.833,-1.65,开放申购,开放赎回,nan
2018-11-30,0.845,0.845,1.44,开放申购,开放赎回,nan
2018-12-03,0.859,0.859,1.66,开放申购,开放赎回,nan
2018-12-04,0.862,0.862,0.35,开放申购,开放赎回,nan
2018-12-05,0.865,0.865,0.35,开放申购,开放赎回,nan
2018-12-06,0.854,0.854,-1.27,开放申购,开放赎回,nan
2018-12-07,0.855,0.855,0.12,开放申购,开放赎回,nan
2018-12-10,0.852,0.852,-0.35,开放申购,开放赎回,nan
2018-12-11,0.857,0.857,0.59,开放申购,开放赎回,nan
2018-12-12,0.866,0.866,1.05,开放申购,开放赎回,nan
2018-12-13,0.872,0.872,0.69,开放申购,开放赎回,nan
2018-12-14,0.85,0.85,-2.52,开放申购,开放赎回,nan
2018-12-17,0.844,0.844,-0.71,开放申购,开放赎回,nan
2018-12-18,0.841,0.841,-0.36,开放申购,开放赎回,nan
2018-12-19,0.83,0.83,-1.31,开放申购,开放赎回,nan
2018-12-20,0.83,0.83,0.0,开放申购,开放赎回,nan
2018-12-21,0.824,0.824,-0.72,开放申购,开放赎回,nan
2018-12-24,0.829,0.829,0.61,开放申购,开放赎回,nan
2018-12-25,0.82,0.82,-1.09,开放申购,开放赎回,nan
2018-12-26,0.815,0.815,-0.61,开放申购,开放赎回,nan
2018-12-27,0.813,0.813,-0.25,开放申购,开放赎回,nan
2018-12-28,0.814,0.814,0.12,开放申购,开放赎回,nan
2018-12-31,0.814,0.814,,开放申购,开放赎回,nan
2019-01-02,0.809,0.809,-0.61,开放申购,开放赎回,nan
2019-01-03,0.805,0.805,-0.49,开放申购,开放赎回,nan
2019-01-04,0.83,0.83,3.11,开放申购,开放赎回,nan
2019-01-07,0.838,0.838,0.96,开放申购,开放赎回,nan
2019-01-08,0.842,0.842,0.48,开放申购,开放赎回,nan
2019-01-09,0.837,0.837,-0.59,开放申购,开放赎回,nan
2019-01-10,0.829,0.829,-0.96,开放申购,开放赎回,nan
2019-01-11,0.835,0.835,0.72,开放申购,开放赎回,nan
2019-01-14,0.827,0.827,-0.96,开放申购,开放赎回,nan
2019-01-15,0.843,0.843,1.93,开放申购,开放赎回,nan
2019-01-16,0.847,0.847,0.47,开放申购,开放赎回,nan
2019-01-17,0.839,0.839,-0.94,开放申购,开放赎回,nan
2019-01-18,0.845,0.845,0.72,开放申购,开放赎回,nan
2019-01-21,0.847,0.847,0.24,开放申购,开放赎回,nan
2019-01-22,0.836,0.836,-1.3,开放申购,开放赎回,nan
2019-01-23,0.837,0.837,0.12,开放申购,开放赎回,nan
2019-01-24,0.84,0.84,0.36,开放申购,开放赎回,nan
2019-01-25,0.846,0.846,0.71,开放申购,开放赎回,nan
2019-01-28,0.838,0.838,-0.95,开放申购,开放赎回,nan
2019-01-29,0.834,0.834,-0.48,开放申购,开放赎回,nan
2019-01-30,0.826,0.826,-0.96,开放申购,开放赎回,nan
2019-01-31,0.829,0.829,0.36,开放申购,开放赎回,nan
2019-02-01,0.855,0.855,3.14,开放申购,开放赎回,nan
2019-02-11,0.871,0.871,1.87,开放申购,开放赎回,nan
2019-02-12,0.875,0.875,0.46,开放申购,开放赎回,nan
2019-02-13,0.895,0.895,2.29,开放申购,开放赎回,nan
2019-02-14,0.905,0.905,1.12,开放申购,开放赎回,nan
2019-02-15,0.887,0.887,-1.99,开放申购,开放赎回,nan
2019-02-18,0.917,0.917,3.38,开放申购,开放赎回,nan
2019-02-19,0.916,0.916,-0.11,开放申购,开放赎回,nan
2019-02-20,0.921,0.921,0.55,开放申购,开放赎回,nan
2019-02-21,0.924,0.924,0.33,开放申购,开放赎回,nan
2019-02-22,0.954,0.954,3.25,开放申购,开放赎回,nan
2019-02-25,1.017,1.017,6.6,开放申购,开放赎回,nan
2019-02-26,1.012,1.012,-0.49,开放申购,开放赎回,nan
2019-02-27,0.998,0.998,-1.38,开放申购,开放赎回,nan
2019-02-28,0.995,0.995,-0.3,开放申购,开放赎回,nan
2019-03-01,1.012,1.012,1.71,开放申购,开放赎回,nan
2019-03-04,1.023,1.023,1.09,开放申购,开放赎回,nan
2019-03-05,1.029,1.029,0.59,开放申购,开放赎回,nan
2019-03-06,1.043,1.043,1.36,开放申购,开放赎回,nan
2019-03-07,1.054,1.054,1.05,开放申购,开放赎回,nan
2019-03-08,1.002,1.002,-4.93,开放申购,开放赎回,nan
2019-03-11,1.044,1.044,4.19,开放申购,开放赎回,nan
