净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2018-02-08,1.0385,1.0385,-0.66,开放申购,开放赎回,nan
2018-02-09,1.005,1.005,-3.23,开放申购,开放赎回,nan
2018-02-12,1.0133,1.0133,0.83,开放申购,开放赎回,nan
2018-02-13,1.0305,1.0305,1.7,暂停申购,暂停赎回,nan
2018-02-14,1.0483,1.0483,1.73,暂停申购,暂停赎回,nan
2018-02-22,1.0725,1.0725,2.31,开放申购,开放赎回,nan
2018-02-23,1.0791,1.0791,0.62,开放申购,开放赎回,nan
2018-02-26,1.0877,1.0877,0.8,开放申购,开放赎回,nan
2018-02-27,1.0661,1.0661,-1.99,开放申购,开放赎回,nan
2018-02-28,1.051,1.051,-1.42,开放申购,开放赎回,nan
2018-03-01,1.0543,1.0543,0.31,开放申购,开放赎回,nan
2018-03-02,1.0416,1.0416,-1.2,开放申购,开放赎回,nan
2018-03-05,1.0349,1.0349,-0.64,开放申购,开放赎回,nan
2018-03-06,1.0488,1.0488,1.34,开放申购,开放赎回,nan
2018-03-07,1.0391,1.0391,-0.92,开放申购,开放赎回,nan
2018-03-08,1.0498,1.0498,1.03,开放申购,开放赎回,nan
2018-03-09,1.0586,1.0586,0.84,开放申购,开放赎回,nan
2018-03-12,1.067,1.067,0.79,开放申购,开放赎回,nan
2018-03-13,1.0621,1.0621,-0.46,开放申购,开放赎回,nan
2018-03-14,1.0589,1.0589,-0.3,开放申购,开放赎回,nan
2018-03-15,1.0621,1.0621,0.3,开放申购,开放赎回,nan
2018-03-16,1.0578,1.0578,-0.4,开放申购,开放赎回,nan
2018-03-19,1.0486,1.0486,-0.87,开放申购,开放赎回,nan
2018-03-20,1.0471,1.0471,-0.14,开放申购,开放赎回,nan
2018-03-21,1.0414,1.0414,-0.54,开放申购,开放赎回,nan
2018-03-22,1.0281,1.0281,-1.28,开放申购,开放赎回,nan
2018-03-23,1.0021,1.0021,-2.53,开放申购,开放赎回,nan
2018-03-26,0.9933,0.9933,-0.88,开放申购,开放赎回,nan
2018-03-27,0.9965,0.9965,0.32,开放申购,开放赎回,nan
2018-03-28,0.9712,0.9712,-2.54,开放申购,开放赎回,nan
2018-03-29,0.9839,0.9839,1.31,开放申购,开放赎回,nan
2018-03-30,0.9872,0.9872,0.34,暂停申购,暂停赎回,nan
2018-04-02,0.9826,0.9826,-0.47,暂停申购,暂停赎回,nan
2018-04-03,0.9845,0.9845,0.19,暂停申购,暂停赎回,nan
2018-04-04,0.9754,0.9754,-0.92,暂停申购,暂停赎回,nan
2018-04-09,0.9823,0.9823,0.71,开放申购,开放赎回,nan
2018-04-10,1.0063,1.0063,2.44,开放申购,开放赎回,nan
2018-04-11,1.0099,1.0099,0.36,开放申购,开放赎回,nan
2018-04-12,1.0005,1.0005,-0.93,开放申购,开放赎回,nan
2018-04-13,0.9961,0.9961,-0.44,开放申购,开放赎回,nan
2018-04-16,0.9731,0.9731,-2.31,开放申购,开放赎回,nan
2018-04-17,0.96,0.96,-1.35,开放申购,开放赎回,nan
2018-04-18,0.9637,0.9637,0.39,开放申购,开放赎回,nan
2018-04-19,0.9808,0.9808,1.77,开放申购,开放赎回,nan
2018-04-20,0.9679,0.9679,-1.32,开放申购,开放赎回,nan
2018-04-23,0.9735,0.9735,0.58,开放申购,开放赎回,nan
2018-04-24,0.9994,0.9994,2.66,开放申购,开放赎回,nan
2018-04-25,0.9969,0.9969,-0.25,开放申购,开放赎回,nan
2018-04-26,0.9837,0.9837,-1.32,暂停申购,暂停赎回,nan
2018-04-27,0.9913,0.9913,0.77,暂停申购,暂停赎回,nan
2018-05-02,1.0041,1.0041,1.29,开放申购,开放赎回,nan
2018-05-03,1.0021,1.0021,-0.2,开放申购,开放赎回,nan
2018-05-04,0.9976,0.9976,-0.45,开放申购,开放赎回,nan
2018-05-07,1.009,1.009,1.14,开放申购,开放赎回,nan
2018-05-08,1.0227,1.0227,1.36,开放申购,开放赎回,nan
2018-05-09,1.0197,1.0197,-0.29,开放申购,开放赎回,nan
2018-05-10,1.0274,1.0274,0.76,开放申购,开放赎回,nan
2018-05-11,1.0229,1.0229,-0.44,开放申购,开放赎回,nan
2018-05-14,1.0351,1.0351,1.19,开放申购,开放赎回,nan
2018-05-15,1.0357,1.0357,0.06,开放申购,开放赎回,nan
2018-05-16,1.0367,1.0367,0.1,开放申购,开放赎回,nan
2018-05-17,1.0255,1.0255,-1.08,开放申购,开放赎回,nan
2018-05-18,1.0337,1.0337,0.8,开放申购,开放赎回,nan
2018-05-21,1.0323,1.0323,-0.14,开放申购,开放赎回,nan
2018-05-22,1.0324,1.0324,0.01,暂停申购,暂停赎回,nan
2018-05-23,1.0082,1.0082,-2.34,开放申购,开放赎回,nan
2018-05-24,1.0109,1.0109,0.27,开放申购,开放赎回,nan
2018-05-25,1.0094,1.0094,-0.15,开放申购,开放赎回,nan
2018-05-28,1.0187,1.0187,0.92,开放申购,开放赎回,nan
2018-05-29,1.0078,1.0078,-1.07,开放申购,开放赎回,nan
2018-05-30,0.995,0.995,-1.27,开放申购,开放赎回,nan
2018-05-31,1.0162,1.0162,2.13,开放申购,开放赎回,nan
2018-06-01,1.0127,1.0127,-0.34,开放申购,开放赎回,nan
2018-06-04,1.0245,1.0245,1.17,开放申购,开放赎回,nan
2018-06-05,1.0339,1.0339,0.92,开放申购,开放赎回,nan
2018-06-06,1.0392,1.0392,0.51,开放申购,开放赎回,nan
2018-06-07,1.0428,1.0428,0.35,开放申购,开放赎回,nan
2018-06-08,1.0272,1.0272,-1.5,开放申购,开放赎回,nan
2018-06-11,1.0314,1.0314,0.41,开放申购,开放赎回,nan
2018-06-12,1.0505,1.0505,1.85,开放申购,开放赎回,nan
2018-06-13,1.0412,1.0412,-0.89,开放申购,开放赎回,nan
2018-06-14,1.0306,1.0306,-1.02,开放申购,开放赎回,nan
2018-06-15,1.0281,1.0281,-0.24,开放申购,开放赎回,nan
2018-06-19,0.9982,0.9982,-2.91,开放申购,开放赎回,nan
2018-06-20,1.0075,1.0075,0.93,开放申购,开放赎回,nan
2018-06-21,1.0077,1.0077,0.02,开放申购,开放赎回,nan
2018-06-22,1.0124,1.0124,0.47,开放申购,开放赎回,nan
2018-06-25,0.999,0.999,-1.32,开放申购,开放赎回,nan
2018-06-26,0.986,0.986,-1.3,开放申购,开放赎回,nan
2018-06-27,0.9606,0.9606,-2.58,开放申购,开放赎回,nan
2018-06-28,0.9511,0.9511,-0.99,开放申购,开放赎回,nan
2018-06-29,0.9773,0.9773,2.75,开放申购,开放赎回,nan
2018-06-30,0.9773,0.9773,,开放申购,开放赎回,nan
2018-07-02,0.9595,0.9595,-1.82,暂停申购,暂停赎回,nan
2018-07-03,0.9531,0.9531,-0.67,开放申购,开放赎回,nan
2018-07-04,0.9378,0.9378,-1.61,开放申购,开放赎回,nan
2018-07-05,0.931,0.931,-0.73,开放申购,开放赎回,nan
2018-07-06,0.9328,0.9328,0.19,开放申购,开放赎回,nan
2018-07-09,0.9611,0.9611,3.03,开放申购,开放赎回,nan
2018-07-10,0.9629,0.9629,0.19,开放申购,开放赎回,nan
2018-07-11,0.9512,0.9512,-1.22,开放申购,开放赎回,nan
2018-07-12,0.9681,0.9681,1.78,开放申购,开放赎回,nan
2018-07-13,0.9743,0.9743,0.64,开放申购,开放赎回,nan
2018-07-16,0.9772,0.9772,0.3,开放申购,开放赎回,nan
2018-07-17,0.9733,0.9733,-0.4,开放申购,开放赎回,nan
2018-07-18,0.9726,0.9726,-0.07,开放申购,开放赎回,nan
2018-07-19,0.9659,0.9659,-0.69,开放申购,开放赎回,nan
2018-07-20,0.9783,0.9783,1.28,开放申购,开放赎回,nan
2018-07-23,0.983,0.983,0.48,开放申购,开放赎回,nan
2018-07-24,1.0069,1.0069,2.43,开放申购,开放赎回,nan
2018-07-25,1.0095,1.0095,0.26,开放申购,开放赎回,nan
2018-07-26,0.9974,0.9974,-1.2,开放申购,开放赎回,nan
2018-07-27,0.9987,0.9987,0.13,开放申购,开放赎回,nan
2018-07-30,0.9964,0.9964,-0.23,开放申购,开放赎回,nan
2018-07-31,0.9973,0.9973,0.09,开放申购,开放赎回,nan
2018-08-01,0.9852,0.9852,-1.21,开放申购,开放赎回,nan
2018-08-02,0.9681,0.9681,-1.74,开放申购,开放赎回,nan
2018-08-03,0.9501,0.9501,-1.86,开放申购,开放赎回,nan
2018-08-06,0.9385,0.9385,-1.22,开放申购,开放赎回,nan
2018-08-07,0.9634,0.9634,2.65,开放申购,开放赎回,nan
2018-08-08,0.941,0.941,-2.33,开放申购,开放赎回,nan
2018-08-09,0.9599,0.9599,2.01,开放申购,开放赎回,nan
2018-08-10,0.9623,0.9623,0.25,开放申购,开放赎回,nan
2018-08-13,0.9566,0.9566,-0.59,开放申购,开放赎回,nan
2018-08-14,0.9526,0.9526,-0.42,开放申购,开放赎回,nan
2018-08-15,0.9292,0.9292,-2.46,开放申购,开放赎回,nan
2018-08-16,0.9264,0.9264,-0.3,开放申购,开放赎回,nan
2018-08-17,0.9125,0.9125,-1.5,开放申购,开放赎回,nan
2018-08-20,0.9188,0.9188,0.69,开放申购,开放赎回,nan
2018-08-21,0.9463,0.9463,2.99,开放申购,开放赎回,nan
2018-08-22,0.9454,0.9454,-0.1,开放申购,开放赎回,nan
2018-08-23,0.9431,0.9431,-0.24,开放申购,开放赎回,nan
2018-08-24,0.9438,0.9438,0.07,开放申购,开放赎回,nan
2018-08-27,0.9672,0.9672,2.48,开放申购,开放赎回,nan
2018-08-28,0.9726,0.9726,0.56,开放申购,开放赎回,nan
2018-08-29,0.9692,0.9692,-0.35,开放申购,开放赎回,nan
2018-08-30,0.9624,0.9624,-0.7,开放申购,开放赎回,nan
2018-08-31,0.9516,0.9516,-1.12,开放申购,开放赎回,nan
2018-09-03,0.9435,0.9435,-0.85,开放申购,开放赎回,nan
2018-09-04,0.9471,0.9471,0.38,开放申购,开放赎回,nan
2018-09-05,0.9236,0.9236,-2.48,开放申购,开放赎回,nan
2018-09-06,0.9131,0.9131,-1.14,开放申购,开放赎回,nan
2018-09-07,0.9164,0.9164,0.36,开放申购,开放赎回,nan
2018-09-10,0.9008,0.9008,-1.7,开放申购,开放赎回,nan
2018-09-11,0.8911,0.8911,-1.08,开放申购,开放赎回,nan
2018-09-12,0.8828,0.8828,-0.93,开放申购,开放赎回,nan
2018-09-13,0.8908,0.8908,0.91,开放申购,开放赎回,nan
2018-09-14,0.8954,0.8954,0.52,开放申购,开放赎回,nan
2018-09-17,0.8874,0.8874,-0.89,开放申购,开放赎回,nan
2018-09-18,0.8988,0.8988,1.28,开放申购,开放赎回,nan
2018-09-19,0.9247,0.9247,2.88,开放申购,开放赎回,nan
2018-09-20,0.9272,0.9272,0.27,暂停申购,暂停赎回,nan
2018-09-21,0.9593,0.9593,3.46,暂停申购,暂停赎回,nan
2018-09-25,0.9465,0.9465,-1.33,暂停申购,暂停赎回,nan
2018-09-26,0.9554,0.9554,0.94,开放申购,开放赎回,nan
2018-09-27,0.9526,0.9526,-0.29,暂停申购,暂停赎回,nan
2018-09-28,0.9559,0.9559,0.35,暂停申购,暂停赎回,nan
2018-10-08,0.9134,0.9134,-4.45,开放申购,开放赎回,nan
2018-10-09,0.9138,0.9138,0.04,开放申购,开放赎回,nan
2018-10-10,0.9122,0.9122,-0.18,开放申购,开放赎回,nan
2018-10-11,0.8779,0.8779,-3.76,开放申购,开放赎回,nan
2018-10-12,0.901,0.901,2.63,开放申购,开放赎回,nan
2018-10-15,0.8868,0.8868,-1.58,开放申购,开放赎回,nan
2018-10-16,0.8811,0.8811,-0.64,开放申购,开放赎回,nan
2018-10-17,0.8845,0.8845,0.39,暂停申购,暂停赎回,nan
2018-10-18,0.8689,0.8689,-1.76,开放申购,开放赎回,nan
2018-10-19,0.8828,0.8828,1.6,开放申购,开放赎回,nan
2018-10-22,0.9149,0.9149,3.64,开放申购,开放赎回,nan
2018-10-23,0.8933,0.8933,-2.36,开放申购,开放赎回,nan
2018-10-24,0.8886,0.8886,-0.53,开放申购,开放赎回,nan
2018-10-25,0.8835,0.8835,-0.57,开放申购,开放赎回,nan
2018-10-26,0.8706,0.8706,-1.46,开放申购,开放赎回,nan
2018-10-29,0.8408,0.8408,-3.42,开放申购,开放赎回,nan
2018-10-30,0.8515,0.8515,1.27,开放申购,开放赎回,nan
2018-10-31,0.8794,0.8794,3.28,开放申购,开放赎回,nan
2018-11-01,0.892,0.892,1.43,开放申购,开放赎回,nan
2018-11-02,0.9291,0.9291,4.16,开放申购,开放赎回,nan
2018-11-05,0.9194,0.9194,-1.04,开放申购,开放赎回,nan
2018-11-06,0.918,0.918,-0.15,开放申购,开放赎回,nan
2018-11-07,0.9162,0.9162,-0.2,开放申购,开放赎回,nan
2018-11-08,0.9176,0.9176,0.15,开放申购,开放赎回,nan
2018-11-09,0.9,0.9,-1.92,开放申购,开放赎回,nan
2018-11-12,0.9071,0.9071,0.79,开放申购,开放赎回,nan
2018-11-13,0.9184,0.9184,1.25,开放申购,开放赎回,nan
2018-11-14,0.9137,0.9137,-0.51,开放申购,开放赎回,nan
2018-11-15,0.9162,0.9162,0.27,开放申购,开放赎回,nan
2018-11-16,0.9097,0.9097,-0.71,开放申购,开放赎回,nan
2018-11-19,0.9167,0.9167,0.77,开放申购,开放赎回,nan
2018-11-20,0.9042,0.9042,-1.36,开放申购,开放赎回,nan
2018-11-21,0.9097,0.9097,0.61,开放申购,开放赎回,nan
2018-11-22,0.9066,0.9066,-0.34,开放申购,开放赎回,nan
2018-11-23,0.892,0.892,-1.61,开放申购,开放赎回,nan
2018-11-26,0.8955,0.8955,0.39,开放申购,开放赎回,nan
2018-11-27,0.8908,0.8908,-0.52,开放申购,开放赎回,nan
2018-11-28,0.9008,0.9008,1.12,开放申购,开放赎回,nan
2018-11-29,0.8967,0.8967,-0.46,开放申购,开放赎回,nan
2018-11-30,0.901,0.901,0.48,开放申购,开放赎回,nan
2018-12-03,0.927,0.927,2.89,开放申购,开放赎回,nan
2018-12-04,0.9299,0.9299,0.31,开放申购,开放赎回,nan
2018-12-05,0.9217,0.9217,-0.88,开放申购,开放赎回,nan
2018-12-06,0.8989,0.8989,-2.47,开放申购,开放赎回,nan
2018-12-07,0.8871,0.8871,-1.31,开放申购,开放赎回,nan
2018-12-10,0.877,0.877,-1.14,开放申购,开放赎回,nan
2018-12-11,0.8797,0.8797,0.31,开放申购,开放赎回,nan
2018-12-12,0.8824,0.8824,0.31,开放申购,开放赎回,nan
2018-12-13,0.9029,0.9029,2.32,开放申购,开放赎回,nan
2018-12-14,0.8892,0.8892,-1.52,开放申购,开放赎回,nan
2018-12-17,0.8851,0.8851,-0.46,开放申购,开放赎回,nan
2018-12-18,0.876,0.876,-1.03,开放申购,开放赎回,nan
2018-12-19,0.8662,0.8662,-1.12,开放申购,开放赎回,nan
2018-12-20,0.8608,0.8608,-0.62,开放申购,开放赎回,nan
2018-12-21,0.8539,0.8539,-0.8,开放申购,开放赎回,nan
2018-12-24,0.8599,0.8599,0.7,暂停申购,暂停赎回,nan
2018-12-25,0.8581,0.8581,-0.21,暂停申购,暂停赎回,nan
2018-12-26,0.8582,0.8582,0.01,暂停申购,暂停赎回,nan
2018-12-27,0.8464,0.8464,-1.38,暂停申购,暂停赎回,nan
2018-12-28,0.8502,0.8502,0.45,暂停申购,暂停赎回,nan
2018-12-31,0.8508,0.8508,,开放申购,开放赎回,nan
2019-01-02,0.834,0.834,-1.91,开放申购,开放赎回,nan
2019-01-03,0.8244,0.8244,-1.15,开放申购,开放赎回,nan
2019-01-04,0.8398,0.8398,1.87,开放申购,开放赎回,nan
2019-01-07,0.8491,0.8491,1.11,开放申购,开放赎回,nan
2019-01-08,0.8475,0.8475,-0.19,开放申购,开放赎回,nan
2019-01-09,0.8641,0.8641,1.96,开放申购,开放赎回,nan
2019-01-10,0.8654,0.8654,0.15,开放申购,开放赎回,nan
2019-01-11,0.8709,0.8709,0.64,开放申购,开放赎回,nan
2019-01-14,0.8605,0.8605,-1.19,开放申购,开放赎回,nan
2019-01-15,0.8777,0.8777,2.0,开放申购,开放赎回,nan
2019-01-16,0.8849,0.8849,0.82,开放申购,开放赎回,nan
2019-01-17,0.8825,0.8825,-0.27,开放申购,开放赎回,nan
2019-01-18,0.8947,0.8947,1.38,开放申购,开放赎回,nan
2019-01-21,0.8935,0.8935,-0.13,开放申购,开放赎回,nan
2019-01-22,0.8816,0.8816,-1.33,开放申购,开放赎回,nan
2019-01-23,0.8893,0.8893,0.87,开放申购,开放赎回,nan
2019-01-24,0.8934,0.8934,0.46,开放申购,开放赎回,nan
2019-01-25,0.9041,0.9041,1.2,开放申购,开放赎回,nan
2019-01-28,0.9003,0.9003,-0.42,开放申购,开放赎回,nan
2019-01-29,0.9012,0.9012,0.1,开放申购,开放赎回,nan
2019-01-30,0.8959,0.8959,-0.59,开放申购,开放赎回,nan
2019-01-31,0.9009,0.9009,0.56,暂停申购,暂停赎回,nan
2019-02-01,0.9116,0.9116,1.19,暂停申购,暂停赎回,nan
2019-02-11,0.9243,0.9243,1.39,开放申购,开放赎回,nan
2019-02-12,0.9312,0.9312,0.75,开放申购,开放赎回,nan
2019-02-13,0.9472,0.9472,1.72,开放申购,开放赎回,nan
2019-02-14,0.9493,0.9493,0.22,开放申购,开放赎回,nan
2019-02-15,0.9283,0.9283,-2.21,开放申购,开放赎回,nan
2019-02-18,0.946,0.946,1.91,开放申购,开放赎回,nan
2019-02-19,0.9423,0.9423,-0.39,开放申购,开放赎回,nan
2019-02-20,0.9438,0.9438,0.16,开放申购,开放赎回,nan
2019-02-21,0.9476,0.9476,0.4,开放申购,开放赎回,nan
2019-02-22,0.9564,0.9564,0.93,开放申购,开放赎回,nan
2019-02-25,0.9756,0.9756,2.01,开放申购,开放赎回,nan
2019-02-26,0.9657,0.9657,-1.01,开放申购,开放赎回,nan
2019-02-27,0.9559,0.9559,-1.01,开放申购,开放赎回,nan
2019-02-28,0.9544,0.9544,-0.16,开放申购,开放赎回,nan
2019-03-01,0.9737,0.9737,2.02,开放申购,开放赎回,nan
2019-03-04,0.9839,0.9839,1.05,开放申购,开放赎回,nan
2019-03-05,0.9837,0.9837,-0.02,开放申购,开放赎回,nan
2019-03-06,0.9851,0.9851,0.14,开放申购,开放赎回,nan
2019-03-07,0.9672,0.9672,-1.82,开放申购,开放赎回,nan
2019-03-08,0.9341,0.9341,-3.42,开放申购,开放赎回,nan
2019-03-11,0.949,0.949,1.6,开放申购,开放赎回,nan
2019-03-12,0.9561,0.9561,0.75,开放申购,开放赎回,nan
2019-03-13,0.9488,0.9488,-0.76,开放申购,开放赎回,nan
2019-03-14,0.9511,0.9511,0.24,开放申购,开放赎回,nan
2019-03-15,0.9646,0.9646,1.42,开放申购,开放赎回,nan
2019-03-18,0.9842,0.9842,2.03,开放申购,开放赎回,nan
2019-03-19,0.9851,0.9851,0.09,开放申购,开放赎回,nan
2019-03-20,0.9826,0.9826,-0.25,开放申购,开放赎回,nan
2019-03-21,0.9807,0.9807,-0.19,开放申购,开放赎回,nan
2019-03-22,0.9873,0.9873,0.67,开放申购,开放赎回,nan
2019-03-25,0.9613,0.9613,-2.63,开放申购,开放赎回,nan
2019-03-26,0.956,0.956,-0.55,开放申购,开放赎回,nan
2019-03-27,0.9799,0.9799,2.5,开放申购,开放赎回,nan
2019-03-28,0.9778,0.9778,-0.21,开放申购,开放赎回,nan
2019-03-29,1.0032,1.0032,2.6,开放申购,开放赎回,nan
2019-04-01,1.0276,1.0276,2.43,开放申购,开放赎回,nan
2019-04-02,1.0249,1.0249,-0.26,开放申购,开放赎回,nan
2019-04-03,1.0375,1.0375,1.23,开放申购,开放赎回,nan
2019-04-04,1.0409,1.0409,0.33,开放申购,开放赎回,nan
2019-04-08,1.0444,1.0444,0.34,开放申购,开放赎回,nan
2019-04-09,1.0553,1.0553,1.04,开放申购,开放赎回,nan
2019-04-10,1.0773,1.0773,2.08,开放申购,开放赎回,nan
2019-04-11,1.0483,1.0483,-2.69,开放申购,开放赎回,nan
2019-04-12,1.0438,1.0438,-0.43,开放申购,开放赎回,nan
2019-04-15,1.0453,1.0453,0.14,开放申购,开放赎回,nan
2019-04-16,1.0576,1.0576,1.18,开放申购,开放赎回,nan
2019-04-17,1.0654,1.0654,0.74,开放申购,开放赎回,nan
2019-04-18,1.061,1.061,-0.41,开放申购,开放赎回,nan
2019-04-19,1.0764,1.0764,1.45,暂停申购,暂停赎回,nan
2019-04-22,1.0606,1.0606,-1.47,暂停申购,暂停赎回,nan
2019-04-23,1.0627,1.0627,0.2,开放申购,开放赎回,nan
2019-04-24,1.056,1.056,-0.63,开放申购,开放赎回,nan
2019-04-25,1.0377,1.0377,-1.73,开放申购,开放赎回,nan
2019-04-26,1.0282,1.0282,-0.92,开放申购,开放赎回,nan
2019-04-29,1.0441,1.0441,1.55,暂停申购,暂停赎回,nan
2019-04-30,1.0387,1.0387,-0.52,暂停申购,暂停赎回,nan
2019-05-06,1.0046,1.0046,-3.28,开放申购,开放赎回,nan
2019-05-07,1.0252,1.0252,2.05,开放申购,开放赎回,nan
2019-05-08,1.0047,1.0047,-2.0,开放申购,开放赎回,nan
2019-05-09,0.9804,0.9804,-2.42,开放申购,开放赎回,nan
2019-05-10,1.0098,1.0098,3.0,开放申购,开放赎回,nan
2019-05-13,0.9968,0.9968,-1.29,暂停申购,暂停赎回,nan
2019-05-14,0.9885,0.9885,-0.83,开放申购,开放赎回,nan
2019-05-15,1.0115,1.0115,2.33,开放申购,开放赎回,nan
2019-05-16,1.0139,1.0139,0.24,开放申购,开放赎回,nan
2019-05-17,0.9931,0.9931,-2.05,开放申购,开放赎回,nan
2019-05-20,0.9818,0.9818,-1.14,开放申购,开放赎回,nan
2019-05-21,0.994,0.994,1.24,开放申购,开放赎回,nan
2019-05-22,0.9885,0.9885,-0.55,开放申购,开放赎回,nan
2019-05-23,0.9703,0.9703,-1.84,开放申购,开放赎回,nan
2019-05-24,0.9743,0.9743,0.41,开放申购,开放赎回,nan
2019-05-27,0.9753,0.9753,0.1,开放申购,开放赎回,nan
2019-05-28,0.9876,0.9876,1.26,开放申购,开放赎回,nan
2019-05-29,0.9831,0.9831,-0.46,开放申购,开放赎回,nan
2019-05-30,0.9761,0.9761,-0.71,开放申购,开放赎回,nan
2019-05-31,0.9715,0.9715,-0.47,开放申购,开放赎回,nan
2019-06-03,0.9702,0.9702,-0.13,开放申购,开放赎回,nan
2019-06-04,0.957,0.957,-1.36,开放申购,开放赎回,nan
2019-06-05,0.9623,0.9623,0.55,开放申购,开放赎回,nan
2019-06-06,0.9646,0.9646,0.24,开放申购,开放赎回,nan
2019-06-10,0.9781,0.9781,1.4,开放申购,开放赎回,nan
2019-06-11,0.9942,0.9942,1.65,开放申购,开放赎回,nan
2019-06-12,0.9877,0.9877,-0.65,开放申购,开放赎回,nan
2019-06-13,0.9852,0.9852,-0.25,开放申购,开放赎回,nan
2019-06-14,0.9799,0.9799,-0.54,开放申购,开放赎回,nan
2019-06-17,0.9783,0.9783,-0.16,开放申购,开放赎回,nan
2019-06-18,0.9864,0.9864,0.83,开放申购,开放赎回,nan
2019-06-19,1.006,1.006,1.99,开放申购,开放赎回,nan
2019-06-20,1.0252,1.0252,1.91,开放申购,开放赎回,nan
2019-06-21,1.0181,1.0181,-0.69,开放申购,开放赎回,nan
2019-06-24,1.0244,1.0244,0.62,开放申购,开放赎回,nan
2019-06-25,1.0179,1.0179,-0.63,开放申购,开放赎回,nan
2019-06-26,1.0215,1.0215,0.35,开放申购,开放赎回,nan
2019-06-27,1.0303,1.0303,0.86,开放申购,开放赎回,nan
2019-06-28,1.0295,1.0295,-0.08,开放申购,开放赎回,nan
2019-06-30,1.0294,1.0294,,开放申购,开放赎回,nan
2019-07-01,1.0483,1.0483,1.83,暂停申购,暂停赎回,nan
2019-07-02,1.063,1.063,1.4,开放申购,开放赎回,nan
2019-07-03,1.0562,1.0562,-0.64,开放申购,开放赎回,nan
2019-07-04,1.0536,1.0536,-0.25,开放申购,开放赎回,nan
2019-07-05,1.0594,1.0594,0.55,开放申购,开放赎回,nan
2019-07-08,1.0372,1.0372,-2.1,开放申购,开放赎回,nan
2019-07-09,1.0308,1.0308,-0.62,开放申购,开放赎回,nan
2019-07-10,1.0291,1.0291,-0.16,开放申购,开放赎回,nan
2019-07-11,1.0311,1.0311,0.19,开放申购,开放赎回,nan
2019-07-12,1.034,1.034,0.28,开放申购,开放赎回,nan
2019-07-15,1.0344,1.0344,0.04,开放申购,开放赎回,nan
2019-07-16,1.0362,1.0362,0.17,开放申购,开放赎回,nan
2019-07-17,1.0398,1.0398,0.35,开放申购,开放赎回,nan
2019-07-18,1.0322,1.0322,-0.73,开放申购,开放赎回,nan
2019-07-19,1.0342,1.0342,0.19,开放申购,开放赎回,nan
2019-07-22,1.033,1.033,-0.12,开放申购,开放赎回,nan
2019-07-23,1.0398,1.0398,0.66,开放申购,开放赎回,nan
2019-07-24,1.0482,1.0482,0.81,开放申购,开放赎回,nan
2019-07-25,1.0565,1.0565,0.79,开放申购,开放赎回,nan
2019-07-26,1.0561,1.0561,-0.04,开放申购,开放赎回,nan
2019-07-29,1.0512,1.0512,-0.46,开放申购,开放赎回,nan
2019-07-30,1.0541,1.0541,0.28,开放申购,开放赎回,nan
2019-07-31,1.039,1.039,-1.43,暂停申购,暂停赎回,nan
